,acousticness,danceability,instrumentalness,valence,energy,target
"String_Quintet_in_C_Major,_Op._29:_II._Adagio_molto_espressivo***Ludwig_van_Beethoven",0.951,0.173,0.526,0.0886,0.0619,0
Viola_Sonata_in_C_Minor:_III._Andante_con_variazioni***Felix_Mendelssohn,0.991,0.295,0.884,0.119,0.0918,0
Magic_City***Wahlstedt,0.0841,0.757,0.0992,0.518,0.867,0
Livin'_4_Ya***MOTi,0.0319,0.514,0.171,0.487,0.862,0
Last_Chance***Kaskade,0.0682,0.412,0.00739,0.239,0.83,0
Nite_Time_-_Ruby_&_Tony_Radio_Edit***George_Acosta,0.00623,0.654,0.404,0.281,0.728,0
Satellites***DubVision,0.043,0.638,0.0,0.102,0.828,0
Can't_Take_It***Breathe_Carolina,0.0316,0.591,0.00203,0.16,0.881,0
All_Aloud***Adrian_Lux,0.059,0.624,0.0142,0.292,0.732,0
Close***IZECOLD,0.282,0.369,0.0,0.311,0.801,0
Cascade_-_Original_Mix***Tommy_Trash,0.0058,0.704,0.128,0.0727,0.962,0
Waiting***Dash_Berlin,0.141,0.48,0.0,0.19,0.878,0
Everytime_We_Touch***David_Guetta_-_Sébastian_Ingrosso_-_Joachim_Garraud_-_Chris_Willis_-_Steve_Angello,0.0086,0.707,0.00839,0.354,0.471,0
Milky_Way***Madison_Mars,0.00732,0.623,0.16,0.247,0.975,0
You***Galantis,0.00837,0.184,0.167,0.213,0.871,0
La_Tromba_Risin'_(feat._Tasita_D'Mour)***Chris_Lake,0.024,0.691,0.0412,0.617,0.951,0
Crash_2.0_(Adventure_Club_vs._DallasK)***Adventure_Club,0.00259,0.66,0.0,0.167,0.652,0
Raven***John_Dahlbäck,0.00338,0.569,0.958,0.113,0.896,0
Icarus_-_Black_Caviar_Remix***R3hab,0.00689,0.798,0.0765,0.766,0.809,0
Wasted_Love_(feat._Dougy)***Steve_Angello,0.475,0.539,0.104,0.211,0.936,0
Summer***Marshmello,0.00695,0.583,0.0241,0.234,0.748,0
Catch_Me_(feat._Naaz)***Flux_Pavilion,0.0362,0.56,0.000963,0.577,0.916,0
Save_the_World_-_Radio_Mix***Swedish_House_Mafia,0.0144,0.507,0.0,0.406,0.665,0
"Wild_One_Two_-_feat._David_Guetta,_Nicky_Romero_&_Sia***Jack_Back",0.00164,0.703,0.000378,0.222,0.684,0
Fire_In_Your_New_Shoes_(feat._Martina_of_Dragonette)_-_Sultan_&_Ned_Shepard_Electric_Daisy_Remix***Kaskade,0.00136,0.526,0.732,0.114,0.861,0
Calling_(Lose_My_Mind)_-_Radio_Edit***Sebastian_Ingrosso,0.0124,0.412,0.000128,0.132,0.871,0
Language***Porter_Robinson,0.0168,0.737,0.0534,0.394,0.614,0
Strobe_-_Radio_Edit***deadmau5,8.45e-05,0.649,0.831,0.0744,0.706,0
Seek_Bromance_(Avicii_Vocal_Edit)_-_Avicii_Vocal_Edit***Tim_Berg,0.0896,0.49,0.0,0.564,0.811,0
Poison***Martin_Garrix,0.00429,0.502,0.769,0.0605,0.756,0
Take_Over_Control_-_Radio_Edit***Afrojack,0.241,0.713,0.0,0.667,0.81,0
Teenage_Crime_-_Axwell_&_Henrik_B_Remode***Adrian_Lux,0.00338,0.575,0.816,0.208,0.913,0
Light_It_Up_(feat._Nyla_&_Fuse_ODG)_[Remix]***Major_Lazer,0.0375,0.747,0.000833,0.763,0.877,0
Turn_Me_Up_-_ViP_Mix***MOTi,0.021,0.719,0.672,0.483,0.81,0
Together***Martin_Garrix,0.0732,0.509,2.73e-05,0.185,0.729,0
Whatcha_Need***W&W,0.0663,0.393,0.00264,0.293,0.94,0
Levels_-_Radio_Edit***Avicii,0.0534,0.605,0.837,0.47,0.873,0
Faded***Alan_Walker,0.0291,0.589,3.2e-06,0.161,0.651,0
Move_for_Me***Kaskade,0.0344,0.561,0.000151,0.212,0.771,0
Turn_up_the_Speakers_-_Radio_Edit***Afrojack,0.09,0.692,0.941,0.331,0.898,0
Counting_Down_The_Days_-_Yotto_Edit***Above_&_Beyond,0.00233,0.672,0.127,0.352,0.785,0
Summer_Dreams***Michael_Brun,0.00626,0.691,0.000562,0.463,0.721,0
Changes_-_Dirty_South_Remix***Chris_Lake_Feat._Laura_V,0.000552,0.841,0.419,0.197,0.673,0
Heroes_(we_could_be)***Alesso,0.031,0.51,0.0,0.349,0.747,0
Everything***R3hab,0.0583,0.516,1.77e-06,0.182,0.786,0
Lean_On_(feat._MØ_&_DJ_Snake)***Major_Lazer,0.00346,0.723,0.00123,0.271,0.809,0
Starlight_-_Radio_Mix***SOVI,0.00354,0.568,0.0211,0.57,0.928,0
City_Of_Dreams_-_Radio_Edit***Dirty_South,0.0028,0.476,0.00593,0.144,0.815,0
Chords_Of_Life_-_Original_Mix***Tim_Mason,0.00388,0.605,0.598,0.157,0.642,0
Blackout_-_Madison_Mars_Radio_Mix***Tritonal,0.0856,0.605,0.000162,0.364,0.884,0
Freak***Friction,0.00273,0.408,3.04e-05,0.141,0.849,0
Skyscrapers***Daydreamer,0.00158,0.598,0.124,0.0473,0.534,0
Chemicals_-_Radio_Edit***Tiësto,0.0344,0.529,4.55e-05,0.102,0.955,0
Run_Wild_-_Alternative_Edit_Mix_Cut***Hardwell,0.00481,0.475,0.0,0.236,0.838,0
Blackout***Pegboard_Nerds,0.0111,0.668,0.17,0.561,0.977,0
Rock_The_House_-_Radio_Edit***Afrojack,0.0178,0.69,0.79,0.533,0.841,0
Sweet_Memories***CID,0.0268,0.624,0.000228,0.39,0.923,0
Borrowed_Lives_(feat._NVDES)***Pierce_Fulton,0.0711,0.719,0.00285,0.356,0.737,0
Concrete_Angel_(Radio_Edit)_(feat._Christina_Novelli)***Gareth_Emery,0.0107,0.631,0.00632,0.558,0.893,0
Yebisah***Mark_Knight,0.0024,0.54,0.954,0.23,0.933,0
Otherside***Suyano,0.306,0.546,0.0,0.255,0.772,0
Falling_Back_-_Radio_Edit***Cosmic_Gate,0.00281,0.608,4.83e-06,0.326,0.878,0
Fireflies***Owl_City,0.0294,0.591,0.0,0.482,0.649,0
Good_Time***Owl_City,0.0314,0.559,1.71e-05,0.644,0.882,0
When_Can_I_See_You_Again?***Owl_City,0.0243,0.631,0.0,0.392,0.838,0
Verge***Owl_City,0.0002,0.55,1.44e-06,0.185,0.747,0
Vanilla_Twilight***Owl_City,0.0082,0.581,0.000369,0.551,0.526,0
You_Make_Me_Wanna...***Usher,0.0359,0.761,0.0,0.933,0.639,0
Can't_You_See***Total,0.157,0.715,1.75e-06,0.814,0.721,0
Lost_Without_U***Robin_Thicke,0.27,0.67,0.0,0.81,0.348,0
'Till_I_Collapse***Eminem,0.0757,0.572,0.0,0.0995,0.853,0
$ave_Dat_Money_(feat._Fetty_Wap_&_Rich_Homie_Quan)***Lil_Dicky,0.114,0.858,0.0,0.365,0.697,0
Calm_Down***G-Eazy,0.000175,0.537,2.2e-06,0.4,0.624,0
Remember_The_Name_(feat._Styles_Of_Beyond)***Fort_Minor,0.0583,0.688,2.87e-06,0.879,0.835,0
Mind_Tricks***Bassnectar,0.00436,0.578,0.00128,0.518,0.909,0
Help***Papa_Roach,0.00107,0.507,8.7e-06,0.275,0.918,0
Follow_You***Bring_Me_The_Horizon,0.0765,0.54,0.0,0.509,0.661,0
Snow_Cats***AFI,0.00278,0.231,0.00055,0.404,0.791,0
Paranoia***A_Day_To_Remember,4.82e-05,0.409,2.03e-06,0.339,0.992,0
Hated***Beartooth,0.000285,0.458,0.000893,0.462,0.99,0
Shock_Me***Baroness,4.24e-05,0.396,0.631,0.146,0.912,0
The_Devil's_Bleeding_Crown***Volbeat,1.85e-05,0.55,0.214,0.247,0.917,0
Go_Down_in_History***Four_Year_Strong,6.04e-05,0.505,1.02e-05,0.267,0.985,0
Serpents***Neck_Deep,2.79e-05,0.351,0.0725,0.457,0.915,0
Black_Honey***Thrice,0.00267,0.442,7.92e-06,0.258,0.892,0
Chop_Suey!***System_Of_A_Down,0.000353,0.42,0.000747,0.318,0.929,0
Something_To_Believe_In***Young_the_Giant,0.0245,0.623,0.0,0.691,0.886,0
She_Hates_Me***Puddle_Of_Mudd,0.00643,0.585,0.0,0.615,0.757,0
Don't_Threaten_Me_With_A_Good_Time***Panic!_At_The_Disco,0.0154,0.559,0.0,0.563,0.895,0
Sex_on_Fire***Kings_of_Leon,0.00172,0.542,0.0104,0.365,0.905,0
Cold***Maroon_5,0.122,0.7,0.0,0.482,0.714,0
It_Ain't_Me_(with_Selena_Gomez)***Kygo,0.119,0.64,0.0,0.5,0.533,0
Bring_Me_the_Night***Sam_Tsui_feat._Kina_Grannis,0.687,0.393,0.0,0.205,0.505,0
Crush***David_Archuleta,0.0109,0.599,8.04e-06,0.458,0.677,0
Song_2_You***Victorious_Cast,0.0576,0.591,0.0,0.496,0.866,0
L.A._Boyz***Victorious_Cast_feat._Victoria_Justice_and_Ariana_Grande,0.0109,0.616,0.0,0.709,0.91,0
Faster_than_Boyz***Victorious_Cast,0.0197,0.593,0.0,0.47,0.814,0
Bad_Boys***Victorious_Cast,0.000501,0.581,0.0,0.48,0.86,0
"Too_Little,_Too_Late***JoJo",0.0123,0.428,1.47e-05,0.72,0.781,0
Fast_Car_(feat._Kina_Grannis)***Kina_Grannis,0.799,0.66,0.0,0.508,0.255,0
In_Your_Arms***Kina_Grannis,0.474,0.672,0.0,0.464,0.396,0
Valentine***Kina_Grannis,0.292,0.862,0.0,0.504,0.351,0
The_One_You_Say_Goodnight_To***Kina_Grannis,0.436,0.696,0.0,0.686,0.439,0
Gone***Kina_Grannis,0.167,0.631,0.0,0.459,0.591,0
Strong_Enough***Kina_Grannis,0.00634,0.637,0.0,0.566,0.507,0
Without_Me***Kina_Grannis,0.226,0.546,0.0,0.494,0.522,0
L.A._Story***Sammy_Adams,0.0784,0.593,0.0,0.521,0.872,0
Something_About_the_Sunshine***Anna_Margaret,0.112,0.688,0.0,0.773,0.795,0
Like_Nobody's_Around***Big_Time_Rush,0.114,0.586,0.0,0.353,0.896,0
Amazing***Big_Time_Rush,0.101,0.403,0.0,0.769,0.883,0
Boyfriend***Big_Time_Rush,0.0987,0.614,0.0,0.655,0.857,0
Worldwide***Big_Time_Rush,0.0735,0.531,0.0,0.608,0.771,0
Big_Time_Rush***Big_Time_Rush,0.0273,0.599,0.0,0.84,0.888,0
Popular_Song***MIKA,0.178,0.644,0.0,0.852,0.842,0
All_About_Tonight_-_featuring_Cymphonique_Miller***How_To_Rock_Cast,0.0671,0.543,0.0,0.689,0.852,0
Count_On_You***Big_Time_Rush,0.219,0.638,0.0,0.292,0.705,0
I_Know_You_Know***Big_Time_Rush,0.0196,0.437,0.0,0.604,0.802,0
Bring_It_All_to_Me***Blaque,0.000479,0.695,0.0,0.731,0.579,0
Too_Close***Next,0.0117,0.85,0.0,0.717,0.398,0
I'm_So_Into_You***SWV,0.0453,0.841,0.00154,0.596,0.552,0
Don't_Let_Go_(Love)***En_Vogue,0.409,0.618,6.32e-06,0.561,0.688,0
Candy_Rain***Soul_For_Real,0.0029,0.583,6.03e-05,0.57,0.681,0
Wifey***Next,0.067,0.829,0.0,0.717,0.652,0
On_Bended_Knee***Boyz_II_Men,0.396,0.635,0.0,0.204,0.53,0
Get_It_On_Tonite***Montell_Jordan,0.267,0.809,1.97e-05,0.879,0.522,0
End_Of_The_Road***Boyz_II_Men,0.074,0.642,0.0,0.453,0.421,0
I'll_Make_Love_To_You***Boyz_II_Men,0.105,0.563,0.0,0.248,0.487,0
Water_Runs_Dry***Boyz_II_Men,0.468,0.578,0.0,0.561,0.375,0
A_Song_For_Mama***Boyz_II_Men,0.499,0.571,0.0,0.162,0.447,0
Together_Again***Janet_Jackson,0.0788,0.873,0.0071,0.49,0.591,0
Someone_To_Call_My_Lover***Janet_Jackson,0.135,0.729,0.000672,0.918,0.914,0
Escapade***Janet_Jackson,0.0264,0.815,0.00038,0.681,0.944,0
Bye_Bye_Bye****NSYNC,0.0198,0.571,6.6e-06,0.815,0.87,0
This_I_Promise_You_-_Radio_Edit****NSYNC,0.3,0.55,0.0,0.462,0.563,0
It's_Gonna_Be_Me****NSYNC,0.0479,0.647,0.0,0.906,0.87,0
God_Must_Have_Spent_a_Little_More_Time_on_You_-_Remix****NSYNC,0.44,0.468,0.0,0.298,0.535,0
I_Want_You_Back_-_Radio_Edit****NSYNC,0.0743,0.754,0.000391,0.865,0.946,0
Pop_-_Radio_Version****NSYNC,0.0412,0.841,0.0,0.875,0.866,0
Tearin'_up_My_Heart_-_Radio_Edit****NSYNC,0.00799,0.685,0.0,0.806,0.872,0
As_Long_as_You_Love_Me***Backstreet_Boys,0.16,0.773,0.0,0.8,0.801,0
Quit_Playing_Games_(With_My_Heart)***Backstreet_Boys,0.066,0.798,1.65e-06,0.893,0.862,0
I'll_Never_Break_Your_Heart***Backstreet_Boys,0.0877,0.527,0.0,0.35,0.578,0
All_I_Have_to_Give***Backstreet_Boys,0.0563,0.729,0.0,0.395,0.561,0
The_Call***Backstreet_Boys,0.117,0.697,0.0,0.732,0.856,0
I_Want_It_That_Way***Backstreet_Boys,0.24,0.683,0.0,0.486,0.687,0
Show_Me_the_Meaning_of_Being_Lonely***Backstreet_Boys,0.245,0.634,0.0,0.668,0.624,0
Shape_of_My_Heart***Backstreet_Boys,0.252,0.571,0.0,0.529,0.77,0
I'll_Be_Missing_You_(feat._112)***Diddy,0.0522,0.862,0.00126,0.919,0.479,0
I_Need_A_Girl_(Part_One)_(feat._Usher_&_Loon)***Diddy,0.397,0.66,0.0,0.779,0.707,0
Where_the_Party_At***Jagged_Edge,0.31,0.596,0.0,0.864,0.661,0
I_Wanna_Know***Joe,0.26,0.725,1.09e-05,0.595,0.487,0
Stay***Ne-Yo,0.00819,0.651,0.0,0.668,0.645,0
So_Sick***Ne-Yo,0.273,0.699,0.0,0.587,0.592,0
When_You're_Mad***Ne-Yo,0.304,0.654,0.0,0.458,0.564,0
Sexy_Love***Ne-Yo,0.265,0.622,0.000473,0.6,0.503,0
All_My_Life***K-Ci_&_JoJo,0.117,0.634,2.26e-06,0.187,0.528,0
Take_Me_There_-_Remix***Blackstreet,0.0786,0.779,2.4e-05,0.857,0.711,0
MMMBop***Hanson,0.0058,0.686,0.00333,0.641,0.952,0
Case_Of_The_Ex_(Whatcha_Gonna_Do)***Mýa,0.0565,0.78,8.19e-05,0.327,0.69,0
My_Love_Is_Like...Wo_-_Main_Mix/Album_Version***Mýa,0.207,0.833,3.92e-06,0.731,0.677,0
Angel_of_Mine_-_Radio_Mix***Monica,0.00373,0.592,3.23e-05,0.2,0.562,0
For_You_I_Will***Monica,0.243,0.652,0.0,0.36,0.473,0
Two_Wrongs***Wyclef_Jean,0.0862,0.621,0.0,0.415,0.579,0
Take_Me_As_I_Am***Wyclef_Jean,0.0925,0.685,0.0,0.734,0.784,0
Sweetest_Girl_(Dollar_Bill)***Wyclef_Jean,0.0772,0.733,0.0,0.528,0.744,0
Slow_Jam***Usher,0.0138,0.701,0.0,0.292,0.457,0
Ironic_-_2015_Remastered***Alanis_Morissette,0.218,0.408,0.0,0.34,0.582,0
U_Got_It_Bad***Usher,0.0227,0.816,1.53e-06,0.654,0.5,0
My_Boo***Usher,0.257,0.662,0.0,0.652,0.507,0
Don't_Love_You_No_More_(I'm_Sorry)***Craig_David,0.466,0.635,0.0,0.586,0.54,0
Let_Me_Love_You***Mario,0.163,0.622,0.0,0.595,0.593,0
Just_a_Friend_2002_-_Radio_Edit***Mario,0.00541,0.538,0.0,0.919,0.677,0
Say_My_Name***Destiny's_Child,0.273,0.713,0.0,0.738,0.678,0
"Jumpin',_Jumpin'***Destiny's_Child",0.00543,0.771,0.00157,0.683,0.685,0
"Independent_Women,_Pt._I***Destiny's_Child",0.362,0.73,3.69e-06,0.932,0.602,0
"Bills,_Bills,_Bills***Destiny's_Child",0.139,0.845,0.0,0.455,0.576,0
No_More_(Baby_I'ma_Do_Right)***3LW,0.102,0.721,4.4e-06,0.769,0.723,0
Summer_Is_Over_feat._Sara_Bareilles***Jon_McLaughlin,0.0382,0.518,2.47e-05,0.254,0.666,0
Beautiful_Disaster***Jon_McLaughlin,0.201,0.415,0.0,0.283,0.661,0
Human***Jon_McLaughlin,0.245,0.319,0.0,0.441,0.664,0
So_Close***Jon_McLaughlin,0.787,0.386,1.49e-06,0.153,0.248,0
In_Love_With_a_Girl***Gavin_DeGraw,0.0193,0.439,0.0,0.69,0.906,0
Simple_Love_Song***Anuhea,0.789,0.764,0.0,0.773,0.348,0
Honeymoon_Avenue***Ariana_Grande,0.214,0.685,0.0,0.463,0.607,0
Tattooed_Heart***Ariana_Grande,0.413,0.454,0.0,0.231,0.521,0
Almost_Is_Never_Enough***Nathan_Sykes,0.831,0.4,0.0,0.354,0.337,0
Perfect_Harmony***Rags_Cast,0.789,0.664,0.0,0.71,0.32,0
Pyramid_(feat._Iyaz)***Charice,0.268,0.562,0.0,0.246,0.659,0
Best_Friend***Jason_Chen,0.74,0.637,0.0,0.531,0.659,0
Over_And_Over_Again***Nathan_Sykes,0.962,0.47,0.0,0.396,0.271,0
Put_Your_Arms_Around_Me***Natasha_Bedingfield,0.126,0.758,0.0,0.724,0.699,0
Try_Everything***Shakira,0.0269,0.704,0.0,0.486,0.604,0
Starving***Hailee_Steinfeld,0.39,0.712,0.0,0.519,0.62,0
I_Dare_You***Bea_Miller,0.00406,0.616,2.56e-06,0.545,0.709,0
Force_of_Nature***Bea_Miller,0.771,0.658,0.0,0.513,0.566,0
Perfect_Picture***Bea_Miller,0.0305,0.555,0.0,0.519,0.79,0
Tangled_Up_In_Me***Skye_Sweetnam,0.0278,0.51,3.86e-06,0.767,0.708,0
Why_Can't_I?***Liz_Phair,0.0273,0.487,0.0,0.238,0.759,0
God_Is_a_DJ***P!nk,0.0901,0.635,2.61e-06,0.431,0.977,0
Save_My_Soul***JoJo,0.0637,0.406,0.0,0.404,0.638,0
Mad_Love.***JoJo,0.0368,0.277,0.0,0.28,0.604,0
Secret_Love***JoJo,0.19,0.776,0.0,0.51,0.507,0
Dear_No_One***Tori_Kelly,0.122,0.498,0.0,0.489,0.586,0
First_Heartbreak***Tori_Kelly,0.466,0.657,0.0,0.402,0.485,0
Video***India.Arie,0.104,0.652,5.3e-06,0.647,0.621,0
"Beauty_and_the_Beast_-_From_""Beauty_and_the_Beast""***Ariana_Grande",0.152,0.494,0.0,0.246,0.542,0
I2I***Tevin_Campbell,0.0458,0.732,0.0,0.763,0.772,0
Confetti_Falling***Big_Time_Rush,0.00411,0.557,0.0,0.452,0.796,0
You_Gotta_Be***Des'ree,0.211,0.627,2.72e-06,0.5,0.669,0
Can't_Blame_a_Girl_for_Trying***Sabrina_Carpenter,0.429,0.616,0.0,0.354,0.401,0
Eyes_Wide_Open***Sabrina_Carpenter,0.00486,0.586,2.97e-06,0.331,0.637,0
"Wildside_-_From_""Adventures_in_Babysitting""***Sofia_Carson",0.00397,0.763,7.85e-05,0.751,0.569,0
Can_I_Have_This_Dance***High_School_Musical_Cast,0.256,0.539,0.0,0.494,0.658,0
Hold_On***Wilson_Phillips,0.4,0.679,0.0,0.558,0.657,0
Be_My_Baby***Bea_Miller,0.0156,0.627,4.63e-06,0.677,0.871,0
Photograph_(feat._Bea_Miller)***Boyce_Avenue,0.828,0.717,0.0,0.331,0.32,0
Closer_(feat._Sarah_Hyland)***Boyce_Avenue,0.41,0.694,0.0,0.466,0.472,0
"Flashlight_(Sweet_Life_Mix)_-_From_""Pitch_Perfect_2""_Soundtrack***Hailee_Steinfeld",0.299,0.51,0.0,0.305,0.602,0
From_This_Moment_On***Shania_Twain,0.382,0.428,0.0,0.141,0.514,0
You're_Still_The_One***Shania_Twain,0.45,0.551,0.0,0.662,0.527,0
Everywhere***Michelle_Branch,0.0136,0.523,0.000255,0.473,0.828,0
Just_The_Girl***The_Click_Five,0.00509,0.571,0.0,0.725,0.89,0
Pieces_Of_Me***Ashlee_Simpson,0.0535,0.5,0.0,0.743,0.802,0
She_Looks_So_Perfect***5_Seconds_of_Summer,0.000668,0.493,0.0,0.467,0.956,0
She's_Kinda_Hot***5_Seconds_of_Summer,0.00216,0.659,0.0,0.882,0.9,0
Billie_Jean***Michael_Jackson,0.0236,0.92,0.0158,0.856,0.654,0
Beat_It_-_Single_Version***Michael_Jackson,0.0491,0.779,7.98e-06,0.918,0.867,0
Black_or_White_-_Single_Version***Michael_Jackson,0.11,0.758,0.0285,0.953,0.927,0
The_Way_You_Make_Me_Feel***Michael_Jackson,0.0367,0.608,0.000554,0.497,0.816,0
Man_In_The_Mirror***Michael_Jackson,0.43,0.794,1.15e-05,0.268,0.798,0
P.Y.T._(Pretty_Young_Thing)***Michael_Jackson,0.23,0.888,0.000424,0.96,0.815,0
Ultimate***Lindsay_Lohan,0.00388,0.492,0.0,0.533,0.797,0
If_I_Were_a_Boy***Beyoncé,0.107,0.632,0.0,0.45,0.518,0
With_You***Chris_Brown,0.143,0.658,0.0,0.655,0.696,0
Forever***Chris_Brown,0.0371,0.672,0.000184,0.452,0.819,0
A_Thousand_Years***Christina_Perri,0.309,0.421,0.000961,0.168,0.407,0
Gave_Me_Something***Jess_Glynne,0.0345,0.589,0.0,0.595,0.83,0
Hold_My_Hand***Jess_Glynne,0.00159,0.642,0.0,0.441,0.823,0
"When_Will_My_Life_Begin_-_From_""Tangled""/Soundtrack_Version***Mandy_Moore",0.106,0.677,0.0,0.455,0.437,0
"I_See_the_Light_-_From_""Tangled""/Soundtrack_Version***Mandy_Moore",0.845,0.24,0.0,0.199,0.16,0
Torn***Natalie_Imbruglia,0.0647,0.575,0.000187,0.608,0.886,0
Ain't_Nobody***Chaka_Khan,0.197,0.794,9.04e-05,0.813,0.891,0
Dreams***The_Cranberries,0.0029,0.555,0.00681,0.488,0.63,0
I_Knew_I_Loved_You***Savage_Garden,0.307,0.556,0.00115,0.779,0.517,0
Un-Break_My_Heart***Toni_Braxton,0.413,0.625,0.0,0.123,0.426,0
Breathe_Again***Toni_Braxton,0.0704,0.689,0.0,0.265,0.677,0
You're_Makin'_Me_High***Toni_Braxton,0.0117,0.852,1.96e-05,0.887,0.563,0
My_Little_Secret***Xscape,0.371,0.814,0.0,0.546,0.431,0
One_Of_Those_Love_Songs***Xscape,0.0527,0.701,0.0,0.241,0.383,0
Softest_Place_On_Earth***Xscape,0.415,0.773,0.00014,0.411,0.309,0
The_Arms_of_the_One_Who_Loves_You***Xscape,0.311,0.657,0.0,0.181,0.456,0
He_Wasn't_Man_Enough***Toni_Braxton,0.00947,0.739,2.99e-05,0.762,0.947,0
Secret_Love_Song***Little_Mix,0.259,0.534,0.0,0.139,0.642,0
I_Can't_Fall_in_Love_Without_You***Zara_Larsson,0.784,0.485,0.000122,0.255,0.332,0
Lost_Boy***Ruth_B.,0.965,0.71,0.0,0.352,0.0565,0
Yesterday***Atmosphere,0.524,0.849,0.0,0.771,0.531,0
Honest***Joseph,0.622,0.413,0.00562,0.336,0.439,0
When_Will_I_Learn***Kina_Grannis,0.904,0.513,9.27e-06,0.381,0.274,0
Lady_Brain***The_Harmaleighs,0.701,0.447,1.56e-06,0.352,0.288,0
Cleopatra***The_Lumineers,0.265,0.546,7.47e-05,0.461,0.76,0
Heavy***Birdtalker,0.286,0.614,2.64e-06,0.255,0.549,0
Celeste***Ezra_Vine,0.0299,0.604,0.00382,0.585,0.841,0
Don't_Say***Lullanas,0.859,0.606,0.00247,0.234,0.411,0
Like_Home***Colin_&_Caroline,0.323,0.661,0.0222,0.307,0.544,0
I_Know***Sammy_Brue,0.395,0.644,0.0,0.453,0.523,0
Adventurers***Holley_Maher,0.208,0.645,0.0,0.395,0.52,0
Back_to_You***WILD,0.0897,0.499,7.28e-05,0.451,0.94,0
Memorial_Day***The_Accidentals,0.185,0.52,0.00785,0.41,0.497,0
Fire***Majozi,0.0754,0.655,0.0,0.571,0.873,0
I_Keep_Ticking_On***The_Harmaleighs,0.245,0.602,0.0,0.387,0.771,0
Automatic***Castro,0.266,0.626,0.00405,0.187,0.601,0
Ohio_-_filous_Remix***Damien_Jurado,0.58,0.599,0.276,0.312,0.699,0
I_Took_A_Pill_In_Ibiza_-_Seeb_Remix***Mike_Posner,0.0331,0.678,1.51e-05,0.687,0.783,0
Bath_Salts***Travis_Hayes,0.0816,0.611,0.116,0.667,0.487,0
"Nocturne_No.1_In_B_Flat_Minor,_Op.9_No.1***Frédéric_Chopin",0.994,0.206,0.828,0.0378,0.0347,0
Semi-Charmed_Life***Third_Eye_Blind,0.00832,0.64,0.0,0.735,0.864,0
Mr._Jones***Counting_Crows,0.211,0.581,1.42e-06,0.772,0.817,0
Two_Princes***Spin_Doctors,0.00162,0.543,2.1e-06,0.83,0.912,0
Save_Tonight***Eagle-Eye_Cherry,9.24e-05,0.547,5.46e-05,0.581,0.693,0
Hey_Jealousy***Gin_Blossoms,0.00117,0.464,1.46e-06,0.505,0.785,0
Good***Better_Than_Ezra,0.000372,0.615,0.0204,0.78,0.657,0
If_You_Could_Only_See***Tonic,0.00131,0.417,0.0,0.501,0.946,0
You_Get_What_You_Give***New_Radicals,0.171,0.618,0.0,0.727,0.896,0
Why_I'm_Here***Oleander,0.00913,0.638,0.000843,0.474,0.666,0
Lump***The_Presidents_Of_The_United_States_Of_America,0.00468,0.499,0.0,0.869,0.873,0
Someday_-_Remastered***Sugar_Ray,0.0108,0.743,0.0702,0.934,0.67,0
All_I_Want***Toad_The_Wet_Sprocket,0.0558,0.6,6.82e-06,0.601,0.811,0
Push***Matchbox_Twenty,0.0067,0.42,0.0,0.459,0.672,0
What's_Up?***4_Non_Blondes,0.16,0.561,0.0,0.509,0.555,0
Absolutely_(Story_of_a_Girl)_-_Radio_Mix***Nine_Days,0.000891,0.481,0.0,0.643,0.94,0
Roll_To_Me***Del_Amitri,0.417,0.566,0.0,0.868,0.804,0
Hey_Leonardo_(She_Likes_Me_For_Me)***Blessid_Union_Of_Souls,0.0437,0.637,0.0,0.596,0.846,0
Inside_Out***Eve_6,0.114,0.483,0.0,0.69,0.818,0
Blister_in_the_Sun_-_2002_Remastered_Version***Violent_Femmes,0.219,0.701,0.0,0.895,0.261,0
Cannonball***The_Breeders,0.00971,0.498,0.775,0.781,0.685,0
Iris***The_Goo_Goo_Dolls,0.00133,0.291,5.61e-06,0.493,0.79,0
Into_Your_Arms***The_Lemonheads,0.0271,0.48,3.24e-06,0.646,0.891,0
Mmm_Mmm_Mmm_Mmm***Crash_Test_Dummies,0.25,0.58,1.83e-05,0.372,0.575,0
Hollaback_Girl***Gwen_Stefani,0.35,0.926,6.17e-06,0.903,0.916,0
SexyBack***Justin_Timberlake,0.0584,0.967,0.0,0.965,0.583,0
I_Gotta_Feeling***The_Black_Eyed_Peas,0.0823,0.741,0.0,0.616,0.748,0
...Baby_One_More_Time***Britney_Spears,0.185,0.757,5.56e-05,0.887,0.725,0
Genie_In_A_Bottle_(Album_Version)***Christina_Aguilera,0.173,0.618,0.000226,0.919,0.794,0
Fantasy***Mariah_Carey,0.139,0.671,0.0,0.82,0.727,0
No_Scrubs***TLC,0.0251,0.743,0.000717,0.604,0.675,0
Drive***Incubus,0.0661,0.639,0.02,0.668,0.849,0
My_Own_Worst_Enemy***Lit,0.00129,0.494,0.0,0.713,0.946,0
Wannabe_-_Radio_Edit***Spice_Girls,0.101,0.768,0.0,0.876,0.864,0
Tearin'_up_My_Heart_-_Radio_Edit****NSYNC,0.0028,0.686,7.16e-06,0.784,0.915,0
I_Try***Macy_Gray,0.313,0.593,0.000582,0.755,0.642,0
Ironic***Alanis_Morissette,0.25,0.295,0.0,0.361,0.593,0
Learn_to_Fly***Foo_Fighters,1.92e-05,0.439,1.21e-05,0.516,0.931,0
Smooth***Santana,0.16,0.609,4.73e-06,0.96,0.923,0
